"","phylum","class","order","family","genus","species"
"88233","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus manihotivorans"
"1582","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus casei"
"1599","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus","Latilactobacillus sakei"
"60519","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus","Latilactobacillus graminis"
"2767886","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus",NA
"1580","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus brevis"
"267363","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus zymae"
"637971","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus koreensis"
"2292255","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus suantsaii"
"2486024","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus fujinensis"
"267633","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus","Levilactobacillus hammesii"
"2767842","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus",NA
"1590","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus","Lactiplantibacillus plantarum"
"60520","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus","Lactiplantibacillus paraplantarum"
"1589","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus","Lactiplantibacillus pentosus"
"2767889","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus",NA
"238013","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus","Lactobacillus rennini"
"1607","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus","Lactobacillus bifermentans"
"1610","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus","Lactobacillus coryniformis"
"375175","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus","Lactobacillus backii"
"392416","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus crustorum"
"938155","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus futsaii"
"1007676","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus ginsenosidimutans"
"1847728","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus allii"
"2304606","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus zhachilii"
"83526","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus paralimentarius"
"1074467","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus heilongjiangensis"
"1602","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus alimentarius"
"1612","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus farciminis"
"2486007","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus hulinensis"
"1253","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",NA
"1254","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus acidilactici"
"1255","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus pentosaceus"
"187452","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus claussenii"
"114090","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus inopinatus"
"51663","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus damnosus"
"2767888","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus",NA
"1618","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus","Lactobacillus mali"
"468911","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus","Lactobacillus hordei"
"82688","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Liquorilactobacillus","Liquorilactobacillus nagelii"
"304207","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Schleiferilactobacillus","Lactobacillus harbinensis"
"2767890","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus",NA
"1296540","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus","Lactobacillus nenjiangensis"
"1193095","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus","Lactobacillus hokkaidonensis"
"293371","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus","Lactobacillus oligofermentans"
"240427","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Secundilactobacillus","Lactobacillus paracollinoides"
"176292","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Secundilactobacillus","Lactobacillus malefermentans"
"1714682","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Secundilactobacillus","Lactobacillus pentosiphilus"
"231049","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Furfurilactobacillus","Furfurilactobacillus rossiae"
"1603","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Amylolactobacillus","Amylolactobacillus amylophilus"
"2767881","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Fructilactobacillus",NA
"1625","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Fructilactobacillus","Fructilactobacillus sanfranciscensis"
"1614","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Fructilactobacillus","Fructilactobacillus fructivorans"
"53444","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Fructilactobacillus","Fructilactobacillus lindneri"
"1303590","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bombilactobacillus","Bombilactobacillus bombi"
"1218492","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bombilactobacillus","Bombilactobacillus mellifer"
"1720083","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Acetilactobacillus","Acetilactobacillus jinshanensis"
"148814","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Apilactobacillus","Apilactobacillus kunkeei"
"1350","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"44008","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus cecorum"
"1352","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium"
"37734","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus casseliflavus"
"53346","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus mundtii"
"1805431","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saigonensis"
"1354","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae"
"2057791","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp. CR-Ec1"
"2582830","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp. M190262"
"2060307","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp. FDAARGOS_375"
"35783","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp."
"2603296","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp. DA9"
"2420313","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp. FDAARGOS_553"
"547016","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp. CSL 7544-3"
"330244","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp. Bt aa 01"
"343007","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp. R-24626"
"441782","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus sp. CIA-10TR"
"332949","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus silesiacus"
"417368","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus"
"2005703","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus wangshanyuanii"
"53345","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans"
"160453","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gilvus"
"118060","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus rotai"
"1353","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum"
"154621","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus phoeniculicola"
"332950","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus termitis"
"237615","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hawaiiensis"
"160454","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus pallens"
"249189","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hermanniensis"
"167972","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","uncultured Enterococcus sp."
"57732","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus asini"
"44007","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus pseudoavium"
"246144","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus italicus"
"150033","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus ratti"
"71452","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus raffinosus"
"1159752","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus lemanii"
"155618","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus haemoperoxidus"
"44009","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar"
"453959","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus camelliae"
"317735","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus caccae"
"2737","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus",NA
"2714946","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus sp. HDW17A"
"2714947","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus sp. HDW17B"
"2571750","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus zengguangii"
"2562451","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus sp. CF-49"
"519472","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus teuberi"
"218144","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus carniphilus"
"633807","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus penaei"
"2738","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus fluvialis"
"564710","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus acidifermentans"
"1160095","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus entomophilus"
"51668","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus",NA
"51669","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus","Tetragenococcus halophilus"
"290335","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus","Tetragenococcus koreensis"
"526944","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus","Tetragenococcus osmophilus"
"71453","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus","Tetragenococcus solitarius"
"33970","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius"
"2758033","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",NA,"Carnobacteriaceae bacterium zg84"
"2747","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium",NA
"2751","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium maltaromaticum"
"1564681","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium sp. CP1"
"48221","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium sp."
"2748","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium divergens"
"147709","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium inhibens"
"2749","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium gallinarum"
"259013","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","uncultured Carnobacterium sp."
"1470540","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca",NA
"2496265","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","Jeotgalibaca ciconiae"
"1868793","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","Jeotgalibaca porci"
"708126","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","Jeotgalibaca dankookensis"
"1903686","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","Jeotgalibaca sp. PTS2502"
"1868794","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","Jeotgalibaca arthritidis"
"29394","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum","Dolosigranulum pigrum"
"1911586","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Marinilactibacillus","Marinilactibacillus sp. 15R"
"46124","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Granulicatella adiacens"
"137732","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Granulicatella elegans"
"349922","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",NA,"uncultured Carnobacteriaceae bacterium"
"189665","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus","uncultured Trichococcus sp."
"1375","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"1376","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus urinae"
"1377","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus viridans"
"87541","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus christensenii"
"119206","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus sanguinicola"
"128944","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus urinaehominis"
"51665","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus urinaeequi"
"46125","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Abiotrophia","Abiotrophia defectiva"
"2036206","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Suicoccus","Suicoccus acidiformans"
"2053495","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,"Aerococcaceae bacterium"
"46255","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",NA
"137591","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella cibaria"
"1583","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella confusa"
"46256","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella hellenica"
"2714949","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella sp. HDW19"
"2506420","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella cryptocerci"
"759620","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella ceti"
"1249","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella paramesenteroides"
"165096","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella koreensis"
"1629","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella viridescens"
"1162633","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella diestrammenae"
"1631871","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella jogaejeotgali"
"89061","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella thailandensis"
