"","kingdom","phylum","class","order","family","genus","species"
"903549","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","Umbilicaria cinereorufescens"
"2054042","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Fuscideaceae","Fuscidea","Fuscidea australis"
"1609008","Fungi","Ascomycota","Lecanoromycetes","Acarosporales","Acarosporaceae","Acarospora","Acarospora glaucocarpa"
"286398","Fungi","Ascomycota","Lecanoromycetes","Acarosporales","Acarosporaceae","Glypholecia","Glypholecia scabra"
"1909411","Fungi","Ascomycota","Lichinomycetes","Lichinales","Gloeoheppiaceae","Gloeoheppia","Gloeoheppia erosa"
"1167255","Fungi","Ascomycota","Geoglossomycetes",NA,NA,"Nothomitra","Nothomitra cinnamomea"
"2663530","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","Orbilia sp. 32-spored (section Hemiorbilia)"
"1795748","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","Orbilia sp. HOB-2016n"
"1796062","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","Orbilia tenebricosa"
"404780","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,"uncultured Orbiliaceae"
"2078636","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber sp. EC4"
"119233","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber rufum"
"1282058","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Reddellomyces","Reddellomyces sp. 1 GB-2013"
"622706","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Choiromyces","Choiromyces sp. EZ-2008"
"549158","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,"uncultured Humaria"
"47189","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia","Cheilymenia stercorea"
"718365","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Picoa","Picoa juniperi"
"1319893","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Spooneromyces","Spooneromyces helveticus"
"1095189","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Jafnea","Jafnea semitosta"
"1460199","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae",NA,"Sarcosomataceae sp. GS5_1_5"
"886404","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Ascobolus sp. WF106"
"44628","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Balsamia",NA
"2721088","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","Peziza martinicensis"
"1385994","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Gyromitra","Gyromitra perlata"
"1032678","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Gyromitra","Gyromitra gigas"
"47187","Fungi","Ascomycota","Pezizomycetes","Pezizales","Caloscyphaceae","Caloscypha","Caloscypha fulgens"
"63211","Fungi","Ascomycota",NA,NA,NA,"Cytoplea","Cytoplea hysterioides"
"54198","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Cyniclomyces",NA
"1223640","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae",NA,"uncultured Lachancea"
"1460239","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Hagleromyces","Hagleromyces aurorensis"
"766502","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Millerozyma",NA
"246088","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Suhomyces","Suhomyces atakaporum"
"246006","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Suhomyces","Suhomyces emberorum"
"45506","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Yamadazyma","Yamadazyma nakazawae"
"979894","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Spathaspora","Spathaspora arborariae"
"1774708","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Spathaspora","Spathaspora girioi"
"5491","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Candida","[Candida] melibiosica"
"45588","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Candida","[Candida] sequanensis"
"308924","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Starmerella","Starmerella riodocensis"
"44080","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae","Saccharomycopsis","Saccharomycopsis schoenii"
"221742","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae",NA,"uncultured Galactomyces"
"316990","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae",NA,"uncultured Dipodascaceae"
"53641","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces onychis"
"416315","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","Pichia sp. SCN-2006a"
"447321","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Ogataea","Ogataea nakhonphanomensis"
"460521","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea",NA
"52249","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Saturnispora","Saturnispora silvae"
"27313","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Dipodascopsis","Dipodascopsis uninucleata"
"1500364","Fungi","Ascomycota","Archaeorhizomycetes",NA,NA,NA,"uncultured Archaeorhizomycetales"
"1796173","Fungi","Ascomycota",NA,NA,NA,NA,"Ascomycota sp. L256"
"1796222","Fungi","Ascomycota",NA,NA,NA,NA,"Ascomycota sp. L312"
"1101207","Fungi","Ascomycota",NA,NA,NA,NA,"uncultured Ochroconis"
"191221","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes","Trametes sp. C30"
"36074","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma oregonense"
"1470376","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma sp. SIC-2014a"
"1979994","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Picipes","Picipes sp. ZJL-20169"
"2731669","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Picipes","Picipes pumilus"
"596162","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Haploporus",NA
"2485899","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete fusca"
"196195","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete flavidoalba"
"1697725","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Dacryobolaceae","Dacryobolus","cf. Dacryobolus sp. 2 LR-2015"
"1333625","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,"Amyloporia","Amyloporia carbonica"
"2028157","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Ceriporia","Ceriporia sp."
"83243","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Leptoporus","Leptoporus mollis"
"2035357","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Trametopsis","Trametopsis aborigena"
"38810","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Panaceae","Panus","Panus lecomtei"
"1522880","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Tyromyces","Tyromyces kmetii"
"1040649","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Tyromyces","Tyromyces fissilis"
"2567975","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Gloeoporellus","Gloeoporellus merulinus"
"98762","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia acerina"
"498944","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fomitopsis","Fomitopsis rhodophaea"
"154753","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Neolentiporus","Neolentiporus maculatissimus"
"81041","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Antrodiella",NA
"139146","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae","Hyphoderma","Hyphoderma setigerum"
"139424","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ischnodermataceae","Ischnoderma","Ischnoderma benzoinum"
"707225","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius cyanescens"
"1566823","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius castanopsidis"
"111135","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius chrysorrheus"
"1840776","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula sp. EDC 12-063"
"176797","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula ilicis"
"152964","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula nigricans"
"1935380","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula albida"
"152971","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula solaris"
"1822133","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula aff. griseobrunnea VH-2016"
"1745196","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactifluus","Lactifluus sp."
"2598680","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactifluus","Lactifluus sp. 14 HL-2019"
"2075231","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora ovalispora"
"55348","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora cinerea"
"68783","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Scytinostroma","Scytinostroma alutum"
"1622262","Fungi","Basidiomycota","Agaricomycetes","Russulales","Wrightoporiaceae","Dentipellicula","Dentipellicula sp. Dai 12580"
"139138","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Subulicystidium","Subulicystidium longisporum"
"1986123","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae",NA,"Lawreymyces bogotensis (nom. inval.)"
"206311","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Corticium","Corticium salmonicolor"
"2107934","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Lindtneria","Lindtneria sp."
"47058","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Vuilleminiaceae","Vuilleminia","Vuilleminia comedens"
"2584074","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fomitiporia","Fomitiporia chilensis"
"271459","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus","Phellinus punctatus"
"160932","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete rubiginosa"
"1142519","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete anomala"
"2530209","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hastodontia","Hastodontia halonata"
"1234051","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fulvifomes","Fulvifomes sp. SP-2012c"
"2316202","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon subclavatus"
"2654196","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Paratrichaptum","Paratrichaptum accuratum"
"50989","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,"Rickenella",NA
"1912979","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,"Hymenochaetales sp."
"418876","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia sp. Kings_Park_P19"
"1052586","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","Ceratobasidium sp. EE-2011"
"5240","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella",NA
"256587","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella","Tulasnella sp. 213-1"
"486793","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Epulorhiza","Epulorhiza sp. MC 044"
"1048539","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae",NA,"Tulasnellaceae sp. RP-2011"
"1203448","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Craterellus sp. AWW263"
"318609","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","Thelephora caryophyllea"
"68816","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Hydnellum","Hydnellum sp. DSH 96-008"
"281719","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus multiplex"
"68810","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Typhulaceae","Typhula","Typhula phacorrhiza"
"1352042","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia","Auricularia reticulata"
"2588973","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora echinospora"
"2060913","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Flammulina","Flammulina filiformis"
"262268","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Oudemansiella","Oudemansiella yunnanensis"
"937605","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Hymenopellis",NA
"937750","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Hymenopellis","Hymenopellis megalospora"
"694254","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Strobilurus","Strobilurus albipilatus"
"71883","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Cyptotrama","Cyptotrama asprata"
"1550277","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus biberi"
"1843307","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus erectosquamosus"
"876889","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota aff. subincarnata ecv3259"
"56166","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota cristata"
"56167","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota felina"
"1978189","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Macrolepiota","Macrolepiota sabulosa"
"56187","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Coprinus","Coprinus comatus"
"596341","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Coprinus","Coprinus cf. micaceus John2"
"230824","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella spadicea"
"76326","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma scalpturatum"
"225428","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Alloclavaria","Alloclavaria purpurea"
"1696607","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Clitocybe","Clitocybe sp. BAB-5238"
"245540","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae",NA,"Apterostigma calverti fungal symbiont s2"
"205666","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Gymnopilus","Gymnopilus ferruginosus"
"392346","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius dalecarlicus"
"304713","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius gracilior"
"2492714","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius sp. 'clelandii 1'"
"548927","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius alboaggregatus"
"169515","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius tophaceus"
"1765818","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Hebeloma","Hebeloma sp. 1 SE-2015"
"355718","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Aroramyces","Aroramyces radiatus"
"325591","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius sp. MCA2060"
"254226","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius sp. NC-8331"
"182057","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius rotula"
"646506","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius cohaerens"
"2675999","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius puttemansii"
"1276697","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe pubescens"
"467203","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae",NA,"uncultured Bolbitiaceae"
"1897414","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus","Pleurotus sp."
"1246616","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita sp. LEM6-2005"
"1507053","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita sp. HKAS77339"
"2695030","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita peltigera"
"1660029","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita subpallidorosea"
"1262682","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita virginiana"
"358424","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae",NA,"uncultured Amanitaceae"
"64639","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota adiposa"
"109632","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Galerina",NA
"179844","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pleuroflammula","Pleuroflammula flammea"
"2015026","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe brunneidisca"
"240321","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe pusio"
"673978","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Mallocybe","Mallocybe arenaria"
"1387140","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma manganaense"
"1434972","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Nolanea","Nolanea sp. FK1049"
"2588774","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitocella","Clitocella orientalis"
"1825042","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Inocephalus","Inocephalus virescens"
